ID,VI1,VI2,VD
sgzOS2fK2KbLVnJobiCs9Q**,6,1,1
sgzOS2fK2KZBRllgNgAzcg**,9,1,1
sgzOS2fK2KZBRllgNgAzcg**,4,1,0
sgzOS2fK2KZBRllgNgAzcg**,4,1,1
sgzOS2fK2KZBRllgNgAzcg**,3,2,1
sgzOS2fK2KZBRllgNgAzcg**,9,1,0
sgzOS2fK2KZBRllgNgAzcg**,24,2,0
sgzOS2fK2KZBRllgNgAzcg**,6,2,1
sgzOS2fK2KZBRllgNgAzcg**,36,1,1
sgzOS2fK2KZBRllgNgAzcg**,2,2,1
sgzOS2fK2KZBRllgNgAzcg**,1,2,1
sgzOS2fK2KZBRllgNgAzcg**,3,2,1
sgzOS2fK2KYg6ZGGdR9zOg**,3,1,1
sgzOS2fK2KYg6ZGGdR9zOg**,1,2,0
sgzOS2fK2KYg6ZGGdR9zOg**,6,1,1
sgzOS2fK2KYg6ZGGdR9zOg**,12,2,0
sgzOS2fK2KYg6ZGGdR9zOg**,9,1,1
sgzOS2fK2KYg6ZGGdR9zOg**,2,2,0
sgzOS2fK2KYg6ZGGdR9zOg**,4,2,0
sgzOS2fK2KYg6ZGGdR9zOg**,18,2,0
sgzOS2fK2KYg6ZGGdR9zOg**,12,1,1
sgzOS2fK2KYg6ZGGdR9zOg**,4,2,0
sgzOS2fK2KYg6ZGGdR9zOg**,4,1,1
sgzOS2fK2KYg6ZGGdR9zOg**,9,2,0
sgzOS2fK2KYg6ZGGdR9zOg**,3,2,0
sgzOS2fK2KYg6ZGGdR9zOg**,24,2,0
sgzOS2fK2KYg6ZGGdR9zOg**,2,2,0
sgzOS2fK2KYg6ZGGdR9zOg**,6,1,1
sgzOS2fK2KYg6ZGGdR9zOg**,2,1,1
sgzOS2fK2KYg6ZGGdR9zOg**,6,2,0
sgzOS2fK2KYg6ZGGdR9zOg**,3,1,1
sgzOS2fK2KYg6ZGGdR9zOg**,9,2,0
sgzOS2fK2KYg6ZGGdR9zOg**,1,1,1
sgzOS2fK2KYg6ZGGdR9zOg**,12,1,1
sgzOS2fK2KYg6ZGGdR9zOg**,24,1,1
sgzOS2fK2KYg6ZGGdR9zOg**,36,2,0
sgzOS2fK2KYg6ZGGdR9zOg**,1,1,1
sgzOS2fK2KY25Y2tuK0eDw**,3,1,0
sgzOS2fK2KY25Y2tuK0eDw**,4,1,0
sgzOS2fK2KY25Y2tuK0eDw**,12,1,0
sgzOS2fK2KY25Y2tuK0eDw**,1,1,0
sgzOS2fK2KY25Y2tuK0eDw**,9,2,1
sgzOS2fK2KY25Y2tuK0eDw**,24,2,1
sgzOS2fK2KY25Y2tuK0eDw**,9,1,0
sgzOS2fK2KY25Y2tuK0eDw**,4,2,1
sgzOS2fK2KY25Y2tuK0eDw**,36,2,1
sgzOS2fK2KY25Y2tuK0eDw**,12,1,0
sgzOS2fK2KY25Y2tuK0eDw**,1,2,1
sgzOS2fK2KY25Y2tuK0eDw**,1,1,0
sgzOS2fK2KY25Y2tuK0eDw**,6,1,0
sgzOS2fK2KY25Y2tuK0eDw**,2,1,0
sgzOS2fK2KZyXJX29LtI5Q**,9,2,0
sgzOS2fK2KZyXJX29LtI5Q**,3,1,1
sgzOS2fK2KZyXJX29LtI5Q**,12,1,1
sgzOS2fK2KZyXJX29LtI5Q**,12,2,1
sgzOS2fK2KZyXJX29LtI5Q**,1,1,0
sgzOS2fK2KZyXJX29LtI5Q**,2,2,0
sgzOS2fK2KZyXJX29LtI5Q**,24,2,1
sgzOS2fK2KZyXJX29LtI5Q**,6,1,0
sgzOS2fK2KZyXJX29LtI5Q**,4,2,1
sgzOS2fK2KZyXJX29LtI5Q**,12,1,1
sgzOS2fK2KZyXJX29LtI5Q**,4,2,1
sgzOS2fK2KZyXJX29LtI5Q**,1,2,0
sgzOS2fK2KZyXJX29LtI5Q**,2,2,1
sgzOS2fK2KZyXJX29LtI5Q**,2,1,0
sgzOS2fK2KbISG7zbI8xUA**,1,1,1
sgzOS2fK2KbISG7zbI8xUA**,2,2,0
sgzOS2fK2KbISG7zbI8xUA**,36,2,1
sgzOS2fK2KbISG7zbI8xUA**,6,1,1
sgzOS2fK2KbISG7zbI8xUA**,2,1,1
sgzOS2fK2KbISG7zbI8xUA**,1,2,1
sgzOS2fK2KbISG7zbI8xUA**,24,1,1
sgzOS2fK2KbISG7zbI8xUA**,3,1,0
sgzOS2fK2KbISG7zbI8xUA**,4,2,1
sgzOS2fK2KYnGI1ZMTDnAQ**,24,2,1
sgzOS2fK2KYnGI1ZMTDnAQ**,1,2,1
sgzOS2fK2KYnGI1ZMTDnAQ**,36,1,0
sgzOS2fK2KYnGI1ZMTDnAQ**,9,1,1
sgzOS2fK2KYnGI1ZMTDnAQ**,2,2,1
sgzOS2fK2KYnGI1ZMTDnAQ**,24,1,0
sgzOS2fK2KYnGI1ZMTDnAQ**,18,1,0
sgzOS2fK2KYnGI1ZMTDnAQ**,12,2,0
sgzOS2fK2KYnGI1ZMTDnAQ**,4,1,1
sgzOS2fK2KYnGI1ZMTDnAQ**,3,1,0
sgzOS2fK2KYRNDth-UHe0w**,1,2,1
sgzOS2fK2KYRNDth-UHe0w**,1,2,1
sgzOS2fK2KYRNDth-UHe0w**,24,2,1
sgzOS2fK2KYRNDth-UHe0w**,12,1,1
sgzOS2fK2KYRNDth-UHe0w**,3,1,1
sgzOS2fK2KYRNDth-UHe0w**,2,1,1
sgzOS2fK2KYRNDth-UHe0w**,4,1,1
sgzOS2fK2KYRNDth-UHe0w**,4,1,1
sgzOS2fK2KYRNDth-UHe0w**,4,2,1
sgzOS2fK2KYRNDth-UHe0w**,24,1,1
sgzOS2fK2KYRNDth-UHe0w**,9,1,1
sgzOS2fK2KYRNDth-UHe0w**,18,1,1
sgzOS2fK2KYRNDth-UHe0w**,36,1,1
sgzOS2fK2KYRNDth-UHe0w**,6,1,1
sgzOS2fK2KYRNDth-UHe0w**,2,1,1
sgzOS2fK2KYRNDth-UHe0w**,1,1,1
sgzOS2fK2KYRNDth-UHe0w**,9,2,1
sgzOS2fK2KYRNDth-UHe0w**,12,2,1
sgzOS2fK2KYRNDth-UHe0w**,6,2,1
sgzOS2fK2KYRNDth-UHe0w**,3,2,1
sgzOS2fK2KYRNDth-UHe0w**,6,2,1
sgzOS2fK2KYRNDth-UHe0w**,9,1,1
sgzOS2fK2KYRNDth-UHe0w**,3,2,1
sgzOS2fK2KYRNDth-UHe0w**,12,2,1
sgzOS2fK2KYRNDth-UHe0w**,2,2,0
sgzOS2fK2KYGbPkrIZIWeA**,18,2,1
sgzOS2fK2KYGbPkrIZIWeA**,6,1,1
sgzOS2fK2KYGbPkrIZIWeA**,4,2,1
sgzOS2fK2KYGbPkrIZIWeA**,36,2,1
sgzOS2fK2KYGbPkrIZIWeA**,1,1,1
sgzOS2fK2KYGbPkrIZIWeA**,1,2,1
sgzOS2fK2KYGbPkrIZIWeA**,24,1,1
sgzOS2fK2KYGbPkrIZIWeA**,12,1,1
sgzOS2fK2KYGbPkrIZIWeA**,12,2,1
sgzOS2fK2KYGbPkrIZIWeA**,1,1,0
sgzOS2fK2KYGbPkrIZIWeA**,6,1,1
sgzOS2fK2KYGbPkrIZIWeA**,4,1,1
sgzOS2fK2KYGbPkrIZIWeA**,9,2,1
sgzOS2fK2KYGbPkrIZIWeA**,2,1,1
sgzOS2fK2KYGbPkrIZIWeA**,9,1,0
sgzOS2fK2KYGbPkrIZIWeA**,4,2,1
sgzOS2fK2KYGbPkrIZIWeA**,24,2,0
sgzOS2fK2KYKrtWvj1tR6Q**,6,2,1
sgzOS2fK2KY2rKrgwxDT4w**,6,1,1
sgzOS2fK2KY2rKrgwxDT4w**,2,1,1
sgzOS2fK2KY2rKrgwxDT4w**,1,2,1
sgzOS2fK2KY2rKrgwxDT4w**,4,2,1
sgzOS2fK2KY2rKrgwxDT4w**,4,1,1
sgzOS2fK2KY2rKrgwxDT4w**,1,1,1
sgzOS2fK2KY2rKrgwxDT4w**,36,2,1
sgzOS2fK2KY2rKrgwxDT4w**,1,1,1
sgzOS2fK2KY2rKrgwxDT4w**,4,2,1
sgzOS2fK2KY2rKrgwxDT4w**,12,2,1
sgzOS2fK2KY2rKrgwxDT4w**,12,1,1
sgzOS2fK2KY2rKrgwxDT4w**,24,2,1
sgzOS2fK2KY2rKrgwxDT4w**,9,1,1
sgzOS2fK2KY2rKrgwxDT4w**,6,2,1
sgzOS2fK2KY2rKrgwxDT4w**,3,2,1
sgzOS2fK2KY2rKrgwxDT4w**,18,2,1
sgzOS2fK2KY2rKrgwxDT4w**,9,2,1
sgzOS2fK2KY2rKrgwxDT4w**,6,1,1
sgzOS2fK2KY2rKrgwxDT4w**,2,2,1
sgzOS2fK2KY2rKrgwxDT4w**,12,1,1
sgzOS2fK2KY2rKrgwxDT4w**,2,2,1
sgzOS2fK2KY2rKrgwxDT4w**,3,1,1
sgzOS2fK2KY2rKrgwxDT4w**,9,2,1
sgzOS2fK2KY2rKrgwxDT4w**,3,1,1
sgzOS2fK2KY2rKrgwxDT4w**,24,1,1
sgzOS2fK2KasBiGWEqUl5A**,12,2,0
sgzOS2fK2KasBiGWEqUl5A**,4,2,1
sgzOS2fK2KasBiGWEqUl5A**,2,2,0
sgzOS2fK2KasBiGWEqUl5A**,36,1,0
sgzOS2fK2KasBiGWEqUl5A**,24,1,1
sgzOS2fK2KasBiGWEqUl5A**,4,1,0
sgzOS2fK2KasBiGWEqUl5A**,3,1,1
sgzOS2fK2KasBiGWEqUl5A**,12,2,0
sgzOS2fK2KasBiGWEqUl5A**,12,1,0
sgzOS2fK2KasBiGWEqUl5A**,1,2,0
sgzOS2fK2KasBiGWEqUl5A**,2,1,0
sgzOS2fK2KasBiGWEqUl5A**,9,2,1
sgzOS2fK2KasBiGWEqUl5A**,2,1,0
sgzOS2fK2KasBiGWEqUl5A**,9,1,0
sgzOS2fK2KasBiGWEqUl5A**,1,2,1
sgzOS2fK2KaacIr3Q9K_YA**,12,2,1
sgzOS2fK2KaacIr3Q9K_YA**,12,1,1
sgzOS2fK2KaacIr3Q9K_YA**,24,2,1
sgzOS2fK2KaacIr3Q9K_YA**,2,1,0
sgzOS2fK2KaacIr3Q9K_YA**,4,2,1
sgzOS2fK2KaacIr3Q9K_YA**,1,1,1
sgzOS2fK2KaacIr3Q9K_YA**,9,1,1
sgzOS2fK2KaacIr3Q9K_YA**,4,2,1
sgzOS2fK2KaacIr3Q9K_YA**,12,1,1
sgzOS2fK2KaacIr3Q9K_YA**,6,2,1
sgzOS2fK2KaacIr3Q9K_YA**,6,1,1
sgzOS2fK2KaacIr3Q9K_YA**,6,1,1
sgzOS2fK2KaacIr3Q9K_YA**,3,1,1
sgzOS2fK2KaacIr3Q9K_YA**,3,2,1
sgzOS2fK2KaacIr3Q9K_YA**,4,1,0
sgzOS2fK2KaacIr3Q9K_YA**,9,2,1
sgzOS2fK2KaacIr3Q9K_YA**,3,1,0
sgzOS2fK2Kb5rZmTDgM8OQ**,2,1,1
sgzOS2fK2Kb5rZmTDgM8OQ**,1,2,1
sgzOS2fK2Kb5rZmTDgM8OQ**,12,1,1
sgzOS2fK2Kb5rZmTDgM8OQ**,3,2,0
sgzOS2fK2Kb5rZmTDgM8OQ**,36,1,1
sgzOS2fK2Kb5rZmTDgM8OQ**,3,2,0
sgzOS2fK2Kb5rZmTDgM8OQ**,9,1,1
sgzOS2fK2Kb5rZmTDgM8OQ**,12,2,1
sgzOS2fK2Kb5rZmTDgM8OQ**,2,1,1
sgzOS2fK2Kb5rZmTDgM8OQ**,12,2,1
sgzOS2fK2Kb5rZmTDgM8OQ**,4,1,1
sgzOS2fK2Kb5rZmTDgM8OQ**,9,2,1
sgzOS2fK2Kb5rZmTDgM8OQ**,24,2,1
sgzOS2fK2Kb5rZmTDgM8OQ**,24,1,1
sgzOS2fK2Kb5rZmTDgM8OQ**,1,2,0
sgzOS2fK2Kb5rZmTDgM8OQ**,18,1,1
sgzOS2fK2Kb5rZmTDgM8OQ**,6,2,0
sgzOS2fK2Kb5rZmTDgM8OQ**,4,1,1
sgzOS2fK2Kb5rZmTDgM8OQ**,4,2,0
sgzOS2fK2Kb5rZmTDgM8OQ**,3,1,1
sgzOS2fK2Kb5rZmTDgM8OQ**,9,1,1
sgzOS2fK2Kb5rZmTDgM8OQ**,6,2,0
sgzOS2fK2Kb5rZmTDgM8OQ**,6,1,1
sgzOS2fK2Kb5rZmTDgM8OQ**,1,1,1
sgzOS2fK2Kb5rZmTDgM8OQ**,2,2,0
sgzOS2fK2KbHzYWxGMIMfw**,6,1,1
sgzOS2fK2KbHzYWxGMIMfw**,1,2,0
sgzOS2fK2KbHzYWxGMIMfw**,36,1,1
sgzOS2fK2KbHzYWxGMIMfw**,4,1,1
sgzOS2fK2KbHzYWxGMIMfw**,3,2,1
sgzOS2fK2KbHzYWxGMIMfw**,6,2,1
sgzOS2fK2KbHzYWxGMIMfw**,24,2,1
sgzOS2fK2KbHzYWxGMIMfw**,12,1,1
sgzOS2fK2KbHzYWxGMIMfw**,9,1,0
sgzOS2fK2KbHzYWxGMIMfw**,6,2,1
sgzOS2fK2KbHzYWxGMIMfw**,1,2,1
sgzOS2fK2KbHzYWxGMIMfw**,12,2,1
sgzOS2fK2KbHzYWxGMIMfw**,18,1,1
sgzOS2fK2KbHzYWxGMIMfw**,2,2,0
sgzOS2fK2KbHzYWxGMIMfw**,4,2,1
sgzOS2fK2KbHzYWxGMIMfw**,3,1,1
sgzOS2fK2KbHzYWxGMIMfw**,2,1,1
sgzOS2fK2KbHzYWxGMIMfw**,12,2,1
sgzOS2fK2KbHzYWxGMIMfw**,3,2,0
sgzOS2fK2KbHzYWxGMIMfw**,4,1,1
sgzOS2fK2KbHzYWxGMIMfw**,9,1,1
sgzOS2fK2KYiL05S61tN8A**,3,2,1
sgzOS2fK2KYiL05S61tN8A**,2,1,0
sgzOS2fK2KYiL05S61tN8A**,4,1,1
sgzOS2fK2KYiL05S61tN8A**,12,1,1
sgzOS2fK2KYiL05S61tN8A**,4,1,0
sgzOS2fK2KYiL05S61tN8A**,9,1,1
sgzOS2fK2KYiL05S61tN8A**,18,1,1
sgzOS2fK2KYiL05S61tN8A**,24,1,1
sgzOS2fK2KYiL05S61tN8A**,12,2,1
sgzOS2fK2KYiL05S61tN8A**,12,2,1
sgzOS2fK2KYiL05S61tN8A**,6,2,1
sgzOS2fK2KYiL05S61tN8A**,9,2,1
sgzOS2fK2KYiL05S61tN8A**,9,1,1
sgzOS2fK2KYiL05S61tN8A**,6,1,1
sgzOS2fK2KYiL05S61tN8A**,1,2,0
sgzOS2fK2KYiL05S61tN8A**,24,2,1
sgzOS2fK2KYiL05S61tN8A**,4,2,1
sgzOS2fK2KYiL05S61tN8A**,3,1,1
sgzOS2fK2KYiL05S61tN8A**,2,2,1
sgzOS2fK2KYiL05S61tN8A**,3,2,1
sgzOS2fK2KYiL05S61tN8A**,6,2,1
sgzOS2fK2KYiL05S61tN8A**,1,2,1
sgzOS2fK2KYiL05S61tN8A**,36,1,1
sgzOS2fK2KYiL05S61tN8A**,2,1,1
sgzOS2fK2KYA2XYZNRQiUw**,4,1,1
sgzOS2fK2KYA2XYZNRQiUw**,2,2,1
sgzOS2fK2KYA2XYZNRQiUw**,9,2,1
sgzOS2fK2KYA2XYZNRQiUw**,36,2,1
sgzOS2fK2KYA2XYZNRQiUw**,1,1,1
sgzOS2fK2KYA2XYZNRQiUw**,3,1,1
sgzOS2fK2KYA2XYZNRQiUw**,1,2,1
sgzOS2fK2KYA2XYZNRQiUw**,12,2,1
sgzOS2fK2KYA2XYZNRQiUw**,2,2,1
sgzOS2fK2KYA2XYZNRQiUw**,1,1,1
sgzOS2fK2KYA2XYZNRQiUw**,9,2,1
sgzOS2fK2KYA2XYZNRQiUw**,18,2,1
sgzOS2fK2KYA2XYZNRQiUw**,3,2,1
sgzOS2fK2KYA2XYZNRQiUw**,24,1,1
sgzOS2fK2KYA2XYZNRQiUw**,4,2,1
sgzOS2fK2KYA2XYZNRQiUw**,4,2,0
sgzOS2fK2KYA2XYZNRQiUw**,6,2,1
sgzOS2fK2KYA2XYZNRQiUw**,2,1,1
sgzOS2fK2KYA2XYZNRQiUw**,9,1,1
sgzOS2fK2KYA2XYZNRQiUw**,6,1,1
sgzOS2fK2KYA2XYZNRQiUw**,3,1,1
sgzOS2fK2KYA2XYZNRQiUw**,12,1,1
sgzOS2fK2KYA2XYZNRQiUw**,6,1,1
sgzOS2fK2KYA2XYZNRQiUw**,12,1,1
sgzOS2fK2KYA2XYZNRQiUw**,24,2,1
sgzOS2fK2KY1TGiAe-eIIg**,4,1,1
sgzOS2fK2KY1TGiAe-eIIg**,4,2,1
sgzOS2fK2KY1TGiAe-eIIg**,1,2,0
sgzOS2fK2KY1TGiAe-eIIg**,6,2,0
sgzOS2fK2KY1TGiAe-eIIg**,4,1,1
sgzOS2fK2KY1TGiAe-eIIg**,2,2,1
sgzOS2fK2KY1TGiAe-eIIg**,3,2,1
sgzOS2fK2KY1TGiAe-eIIg**,9,1,1
sgzOS2fK2KY1TGiAe-eIIg**,3,1,1
sgzOS2fK2KY1TGiAe-eIIg**,6,1,1
sgzOS2fK2KY1TGiAe-eIIg**,9,1,1
sgzOS2fK2KY1TGiAe-eIIg**,2,1,1
sgzOS2fK2KY1TGiAe-eIIg**,12,1,1
sgzOS2fK2KY1TGiAe-eIIg**,1,2,0
sgzOS2fK2KY1TGiAe-eIIg**,18,1,1
sgzOS2fK2KY1TGiAe-eIIg**,36,1,1
sgzOS2fK2KY1TGiAe-eIIg**,12,2,1
sgzOS2fK2KY1TGiAe-eIIg**,6,2,1
sgzOS2fK2KY1TGiAe-eIIg**,12,2,1
sgzOS2fK2KY1TGiAe-eIIg**,2,1,1
sgzOS2fK2KY1TGiAe-eIIg**,9,2,1
sgzOS2fK2KY1TGiAe-eIIg**,24,2,1
sgzOS2fK2KY1TGiAe-eIIg**,1,1,1
sgzOS2fK2KY1TGiAe-eIIg**,24,1,1
sgzOS2fK2KY1TGiAe-eIIg**,3,2,0
sgzOS2fK2KYD7WOgjJgmDw**,9,2,1
sgzOS2fK2KYD7WOgjJgmDw**,6,1,1
sgzOS2fK2KYD7WOgjJgmDw**,12,2,1
sgzOS2fK2KYD7WOgjJgmDw**,2,1,1
sgzOS2fK2KYD7WOgjJgmDw**,1,1,1
sgzOS2fK2KYD7WOgjJgmDw**,9,2,1
sgzOS2fK2KYD7WOgjJgmDw**,3,1,1
sgzOS2fK2KYD7WOgjJgmDw**,4,2,0
sgzOS2fK2KYD7WOgjJgmDw**,4,2,1
sgzOS2fK2KYD7WOgjJgmDw**,24,2,1
sgzOS2fK2KYD7WOgjJgmDw**,3,1,1
sgzOS2fK2KYD7WOgjJgmDw**,2,2,1
sgzOS2fK2KYD7WOgjJgmDw**,3,2,1
sgzOS2fK2KYD7WOgjJgmDw**,6,2,1
sgzOS2fK2KYD7WOgjJgmDw**,12,1,1
sgzOS2fK2KYD7WOgjJgmDw**,9,1,1
sgzOS2fK2KYD7WOgjJgmDw**,36,2,1
sgzOS2fK2KYD7WOgjJgmDw**,1,2,0
sgzOS2fK2KYD7WOgjJgmDw**,6,1,1
sgzOS2fK2KYD7WOgjJgmDw**,18,2,1
sgzOS2fK2KYD7WOgjJgmDw**,24,1,1
sgzOS2fK2KYD7WOgjJgmDw**,4,1,1
sgzOS2fK2KYD7WOgjJgmDw**,2,2,1
sgzOS2fK2KYD7WOgjJgmDw**,12,1,1
sgzOS2fK2KYD7WOgjJgmDw**,1,1,1
sgzOS2fK2KbmfVFFnh9ThA**,1,1,1
sgzOS2fK2KbmfVFFnh9ThA**,1,2,1
sgzOS2fK2KbmfVFFnh9ThA**,3,1,1
sgzOS2fK2KbmfVFFnh9ThA**,2,1,1
sgzOS2fK2KbmfVFFnh9ThA**,2,1,1
sgzOS2fK2KbmfVFFnh9ThA**,12,1,1
sgzOS2fK2KbmfVFFnh9ThA**,6,2,1
sgzOS2fK2KbmfVFFnh9ThA**,12,2,1
sgzOS2fK2KbmfVFFnh9ThA**,3,2,1
sgzOS2fK2KbmfVFFnh9ThA**,6,1,1
sgzOS2fK2KbmfVFFnh9ThA**,4,1,1
sgzOS2fK2KbmfVFFnh9ThA**,24,1,1
sgzOS2fK2KbmfVFFnh9ThA**,4,1,1
sgzOS2fK2KbmfVFFnh9ThA**,9,1,1
sgzOS2fK2KbmfVFFnh9ThA**,9,2,1
sgzOS2fK2KbmfVFFnh9ThA**,12,2,1
sgzOS2fK2KbmfVFFnh9ThA**,9,1,1
sgzOS2fK2KbmfVFFnh9ThA**,2,2,1
sgzOS2fK2KbmfVFFnh9ThA**,6,2,1
sgzOS2fK2KbmfVFFnh9ThA**,18,1,1
sgzOS2fK2KbmfVFFnh9ThA**,1,2,1
sgzOS2fK2KbmfVFFnh9ThA**,36,1,1
sgzOS2fK2KbmfVFFnh9ThA**,24,2,1
sgzOS2fK2KbmfVFFnh9ThA**,4,2,1
sgzOS2fK2KbmfVFFnh9ThA**,3,2,1
sgzOS2fK2KY0tRqPfMYVTQ**,4,2,1
sgzOS2fK2KZqKEZfEm5PJQ**,3,1,0
sgzOS2fK2KZqKEZfEm5PJQ**,1,1,0
sgzOS2fK2KZidxJPuqvnTw**,4,1,1
sgzOS2fK2KZidxJPuqvnTw**,9,1,1
sgzOS2fK2KZidxJPuqvnTw**,2,2,1
sgzOS2fK2KZidxJPuqvnTw**,4,1,0
sgzOS2fK2KYbf61GTaXAjQ**,2,2,1
sgzOS2fK2KYbf61GTaXAjQ**,3,1,1
sgzOS2fK2KYbf61GTaXAjQ**,9,1,0
sgzOS2fK2KYbf61GTaXAjQ**,24,2,1
sgzOS2fK2KYbf61GTaXAjQ**,3,1,1
sgzOS2fK2KYbf61GTaXAjQ**,4,1,1
sgzOS2fK2KYbf61GTaXAjQ**,2,2,1
sgzOS2fK2KYbf61GTaXAjQ**,1,1,1
sgzOS2fK2KYbf61GTaXAjQ**,6,1,1
sgzOS2fK2KYbf61GTaXAjQ**,1,2,1
sgzOS2fK2KYbf61GTaXAjQ**,12,1,1
sgzOS2fK2KYbf61GTaXAjQ**,9,2,1
sgzOS2fK2KYbf61GTaXAjQ**,6,1,1
sgzOS2fK2KYbf61GTaXAjQ**,36,2,1
sgzOS2fK2KYbf61GTaXAjQ**,12,1,1
sgzOS2fK2KYbf61GTaXAjQ**,2,1,1
sgzOS2fK2KYbf61GTaXAjQ**,18,2,1
sgzOS2fK2KYbf61GTaXAjQ**,1,1,1
sgzOS2fK2KYbf61GTaXAjQ**,4,2,1
sgzOS2fK2KYbf61GTaXAjQ**,24,1,1
sgzOS2fK2KYbf61GTaXAjQ**,12,2,1
sgzOS2fK2KYbf61GTaXAjQ**,4,2,1
sgzOS2fK2KYbf61GTaXAjQ**,3,2,1
sgzOS2fK2KYbf61GTaXAjQ**,9,2,1
sgzOS2fK2KYbf61GTaXAjQ**,6,2,1
sgzOS2fK2KZ6FWBxRxq5EA**,18,2,0
sgzOS2fK2KZ6FWBxRxq5EA**,12,1,1
sgzOS2fK2KZ6FWBxRxq5EA**,1,1,0
sgzOS2fK2KZ6FWBxRxq5EA**,2,2,0
sgzOS2fK2KZ6FWBxRxq5EA**,9,2,0
sgzOS2fK2KZ6FWBxRxq5EA**,4,2,0
sgzOS2fK2KZ6FWBxRxq5EA**,6,2,1
sgzOS2fK2KZ6FWBxRxq5EA**,1,2,1
sgzOS2fK2KZ6FWBxRxq5EA**,2,1,0
sgzOS2fK2KZ6FWBxRxq5EA**,3,1,1
sgzOS2fK2KZ6FWBxRxq5EA**,24,2,0
sgzOS2fK2KZ6FWBxRxq5EA**,9,1,0
sgzOS2fK2KaBcklY5xDYuQ**,4,2,0
sgzOS2fK2KaBcklY5xDYuQ**,2,2,1
sgzOS2fK2KaBcklY5xDYuQ**,1,2,1
sgzOS2fK2KaBcklY5xDYuQ**,1,1,1
sgzOS2fK2KaBcklY5xDYuQ**,12,2,1
sgzOS2fK2KaBcklY5xDYuQ**,3,2,1
sgzOS2fK2KaBcklY5xDYuQ**,3,1,1
sgzOS2fK2KaBcklY5xDYuQ**,24,1,1
sgzOS2fK2KaBcklY5xDYuQ**,18,2,1
sgzOS2fK2KaBcklY5xDYuQ**,3,1,1
sgzOS2fK2KaBcklY5xDYuQ**,1,1,1
sgzOS2fK2KaBcklY5xDYuQ**,36,2,1
sgzOS2fK2KaBcklY5xDYuQ**,6,1,1
sgzOS2fK2KaBcklY5xDYuQ**,24,2,1
sgzOS2fK2KaBcklY5xDYuQ**,4,2,1
sgzOS2fK2KaBcklY5xDYuQ**,6,1,1
sgzOS2fK2KaBcklY5xDYuQ**,6,2,1
sgzOS2fK2KaBcklY5xDYuQ**,9,1,1
sgzOS2fK2KaBcklY5xDYuQ**,12,1,0
sgzOS2fK2KaBcklY5xDYuQ**,2,2,0
sgzOS2fK2KaBcklY5xDYuQ**,9,2,1
sgzOS2fK2KaBcklY5xDYuQ**,2,1,1
sgzOS2fK2KaBcklY5xDYuQ**,12,1,1
sgzOS2fK2KaBcklY5xDYuQ**,4,1,1
sgzOS2fK2KaBcklY5xDYuQ**,9,2,1
sgzOS2fK2KZqPMeFf9IQAw**,12,1,1
sgzOS2fK2KZqPMeFf9IQAw**,24,2,1
sgzOS2fK2KZqPMeFf9IQAw**,9,2,1
sgzOS2fK2KZqPMeFf9IQAw**,9,1,1
sgzOS2fK2KZqPMeFf9IQAw**,18,2,1
sgzOS2fK2KZqPMeFf9IQAw**,4,2,1
sgzOS2fK2KZqPMeFf9IQAw**,3,2,1
sgzOS2fK2KZqPMeFf9IQAw**,6,2,1
sgzOS2fK2KZqPMeFf9IQAw**,1,1,1
sgzOS2fK2KZqPMeFf9IQAw**,1,1,1
sgzOS2fK2KZqPMeFf9IQAw**,2,2,1
sgzOS2fK2KZqPMeFf9IQAw**,3,1,1
sgzOS2fK2KZqPMeFf9IQAw**,6,1,1
sgzOS2fK2KZqPMeFf9IQAw**,9,2,1
sgzOS2fK2KZqPMeFf9IQAw**,2,2,1
sgzOS2fK2KZqPMeFf9IQAw**,12,1,1
sgzOS2fK2KZqPMeFf9IQAw**,36,2,1
sgzOS2fK2KZqPMeFf9IQAw**,4,2,1
sgzOS2fK2KZqPMeFf9IQAw**,6,1,1
sgzOS2fK2KZqPMeFf9IQAw**,4,1,1
sgzOS2fK2KZqPMeFf9IQAw**,1,2,1
sgzOS2fK2KZqPMeFf9IQAw**,12,2,1
sgzOS2fK2KZqPMeFf9IQAw**,3,1,1
sgzOS2fK2KZqPMeFf9IQAw**,24,1,1
sgzOS2fK2KZqPMeFf9IQAw**,2,1,1
sgzOS2fK2KZemyrd1DUmTw**,1,2,1
sgzOS2fK2KZemyrd1DUmTw**,3,2,1
sgzOS2fK2KZemyrd1DUmTw**,9,1,1
sgzOS2fK2KZemyrd1DUmTw**,12,2,1
sgzOS2fK2KZemyrd1DUmTw**,1,2,1
sgzOS2fK2KZemyrd1DUmTw**,9,2,1
sgzOS2fK2KZemyrd1DUmTw**,9,1,1
sgzOS2fK2KZemyrd1DUmTw**,12,1,1
sgzOS2fK2KZemyrd1DUmTw**,2,1,0
sgzOS2fK2KZemyrd1DUmTw**,3,2,0
sgzOS2fK2KZemyrd1DUmTw**,2,2,0
sgzOS2fK2KZemyrd1DUmTw**,18,1,1
sgzOS2fK2KZemyrd1DUmTw**,12,2,1
sgzOS2fK2KZemyrd1DUmTw**,1,1,1
sgzOS2fK2KZemyrd1DUmTw**,4,1,1
sgzOS2fK2KZemyrd1DUmTw**,4,2,1
sgzOS2fK2KZemyrd1DUmTw**,24,1,1
sgzOS2fK2KZemyrd1DUmTw**,6,2,1
